tema|dificultad|enunciado|alternativa1|alternativa2|alternativa3|alternativa4|alternativa5|claveCorrecta|explicacion|origen
Química|DIFICIL|Se prepara una solución amortiguadora mezclando ácido acético CH3COOH 0,2 M (Ka = 1,8x10^-5) y acetato de sodio CH3COONa 0,2 M. ¿Cuál es el pH estimado de la solución resultante? (Dato: log 1,8 = 0,25)|3,75|4,75|5,25|7,00|8,75|1|Mediante la ecuación de Henderson-Hasselbalch: pH = pKa + log([Sal]/[Ácido]). pKa = -log(1,8x10^-5) = 5 - log(1,8) = 5 - 0,25 = 4,75. Dado que [Sal] = [Ácido] = 0,2 M, log(1) = 0, por lo que pH = 4,75.|IA_APROBADA
Química|DIFICIL|Se realiza la electrólisis de una solución de AgNO3 aplicando una intensidad de corriente de 5,0 A durante 32 minutos y 10 segundos. Si la eficiencia del proceso electrolítico es del 80 %, halle la masa de plata depositada en el cátodo. (Masa atómica Ag = 108 g/mol; 1 F = 96 500 C/mol e-)|8,64 g|10,80 g|6,91 g|13,50 g|5,18 g|0|Tiempo t = 32*60 + 10 = 1930 s. Carga teórica Q = 5,0 A * 1930 s = 9650 C. Carga útil real = 9650 * 0,80 = 7720 C. Moles de e- = 7720 / 96500 = 0,08 mol. La reducción de Ag+ requiere 1 mol e- por mol de Ag. Masa depositada = 0,08 mol * 108 g/mol = 8,64 g.|IA_APROBADA
Química|DIFICIL|Respecto a las relaciones de isomería entre compuestos orgánicos, señale la proposición correcta.|El cis-2-buteno y el trans-2-buteno son isómeros de cadena.|El propanal y la propanona presentan isomería funcional.|El 1-butanol y el 2-butanol son isómeros de posición con diferente fórmula molecular.|Los enantiómeros poseen propiedades físicas sustancialmente distintas como el punto de ebullición.|El dimetiléter y el etanol son isómeros geométricos.|1|El propanal (un aldehído) y la propanona (una cetona) comparten la misma fórmula molecular (C3H6O) pero pertenecen a funciones químicas distintas, constituyendo un par de isómeros de función.|IA_APROBADA
Química|DIFICIL|A partir de las siguientes ecuaciones termoquímicas: (1) C(grafito) + O2(g) -> CO2(g), ΔH1 = -393,5 kJ/mol; (2) CO(g) + 1/2 O2(g) -> CO2(g), ΔH2 = -283,0 kJ/mol. Determine la entalpía estándar de formación (ΔHf°) del monóxido de carbono CO(g).|-676,5 kJ/mol|-110,5 kJ/mol|+110,5 kJ/mol|+676,5 kJ/mol|-566,0 kJ/mol|1|La reacción de formación del CO es C(grafito) + 1/2 O2(g) -> CO(g). Restando la ecuación (2) de la ecuación (1) mediante la ley de Hess se obtiene: ΔHf = ΔH1 - ΔH2 = -393,5 - (-283,0) = -110,5 kJ/mol.|IA_APROBADA
Química|DIFICIL|¿Qué alótropo sintético del carbono está formado por una lámina plana de átomos de carbono con hibridación sp2 enrollada cilíndricamente y destaca por su elevada conductividad eléctrica y resistencia mecánica?|Grafeno|Nanotubo de carbono|Fullereno C60|Siliceno|Diamante sintético|1|Los nanotubos de carbono son nanoestructuras tubulares formadas por el enrollamiento de láminas de grafeno, que poseen notables propiedades electrónicas, térmicas y mecánicas.|IA_APROBADA
Química|DIFICIL|La precipitación ácida se genera principalmente por la transformación química de contaminantes atmosféricos primarios. Indique cuál es la pareja de gases precursores fundamentales de este problema ambiental.|CO2 y CH4|SO2 y NO2|CFC y O3|CO y H2S|NH3 y Ar|1|El dióxido de azufre (SO2) y el dióxido de nitrógeno (NO2) reaccionan con el vapor de agua y oxígeno en la atmósfera produciendo ácido sulfúrico (H2SO4) y ácido nítrico (HNO3), componentes esenciales de la lluvia ácida.|IA_APROBADA
Razonamiento Matemático|FACIL|Se define el operador matemático a * b = 2a + 3b - 5. Calcule el valor de (3 * 4) * 2.|21|25|27|31|33|2|Primero se evalúa 3 * 4 = 2(3) + 3(4) - 5 = 6 + 12 - 5 = 13. Luego se evalúa 13 * 2 = 2(13) + 3(2) - 5 = 26 + 6 - 5 = 27.|IA_APROBADA
Razonamiento Matemático|FACIL|Indique el término que continúa en la siguiente sucesión numérica: 4, 7, 12, 19, 28, ...|35|37|39|41|43|2|La secuencia de diferencias entre términos consecutivos es +3, +5, +7, +9, por lo que el siguiente incremento es +11, dando 28 + 11 = 39.|IA_APROBADA
Razonamiento Matemático|FACIL|En una figura se disponen 5 triángulos consecutivos adyacentes que comparten un mismo vértice superior. ¿Cuántos triángulos en total se pueden contar en la figura completa?|10|12|15|18|20|2|Utilizando la fórmula para el conteo de triángulos formados por divisiones desde un vértice común, Total = n(n+1)/2 = 5(6)/2 = 15.|IA_APROBADA
Razonamiento Matemático|FACIL|La razón entre las edades de Ana y Beatriz es de 3 a 5. Si la suma de sus edades es 48 años, ¿cuántos años tiene Beatriz?|18|24|30|32|36|2|Sean las edades 3k y 5k, la suma 3k + 5k = 48 implica 8k = 48, por tanto k = 6. La edad de Beatriz es 5(6) = 30 años.|IA_APROBADA
Razonamiento Matemático|FACIL|Si se sabe que 'Todos los peruanos son sudamericanos' y 'Ningún sudamericano es europeo', ¿cuál de las siguientes afirmaciones es necesariamente cierta?|Algún peruano es europeo.|Ningún peruano es europeo.|Todos los europeos son peruanos.|Algún europeo es peruano.|Ningún sudamericano es peruano.|1|Dado que el conjunto de peruanos está totalmente contenido en el de sudamericanos y este no se interseca con los europeos, ningún peruano es europeo.|IA_APROBADA
Razonamiento Matemático|FACIL|Se define el operador matemático a * b = 2a + 3b - 1. Calcule el valor de 3 * 4.|15|16|17|18|19|2|Remplazando a = 3 y b = 4 en el operador: 3 * 4 = 2(3) + 3(4) - 1 = 6 + 12 - 1 = 17.|IA_APROBADA
Razonamiento Matemático|FACIL|Indique el número que continúa en la siguiente sucesión: 3, 7, 11, 15, ...|17|18|19|20|21|2|Es una progresión aritmética con razón igual a +4. Por lo tanto, el siguiente término es 15 + 4 = 19.|IA_APROBADA
Razonamiento Matemático|FACIL|La razón entre dos números es de 3 a 5. Si la suma de ambos números es 40, ¿cuál es el número mayor?|15|20|25|30|35|2|Sean los números 3k y 5k. Se cumple que 3k + 5k = 40, de donde 8k = 40 y k = 5. El número mayor es 5(5) = 25.|IA_APROBADA
Razonamiento Matemático|FACIL|Si 6 obreros construyen una pared en 10 días, ¿cuántos días tardarán 12 obreros de igual rendimiento en construir la misma pared?|3|4|5|6|8|2|Es una regla de tres simple inversa: (6 obreros)(10 días) = (12 obreros)(x días). Despejando x se obtiene x = 60 / 12 = 5 días.|IA_APROBADA
Razonamiento Matemático|FACIL|¿Cuántos triángulos como máximo se pueden contar en una figura formada por un triángulo principal dividido en 3 sectores adyacentes por líneas que parten del vértice superior hacia la base?|3|4|5|6|8|3|Para n sectores consecutivos, el número total de triángulos es n(n + 1) / 2. Como n = 3, se tiene 3(4) / 2 = 6 triángulos.|IA_APROBADA
Razonamiento Matemático|FACIL|Un padre tiene el triple de la edad de su hijo. Si la suma de sus edades es 48 años, ¿qué edad tiene el hijo?|10|12|14|16|18|1|Sea x la edad del hijo. La edad del padre es 3x. Sumando: x + 3x = 48, 4x = 48, por lo que x = 12 años.|IA_APROBADA
Razonamiento Matemático|FACIL|Calcule el perímetro de una región cuadrada cuya área total es igual a 81 cm².|18 cm|27 cm|36 cm|45 cm|81 cm|2|El lado del cuadrado es L = sqrt(81) = 9 cm. El perímetro es 4L = 4(9) = 36 cm.|IA_APROBADA
Razonamiento Matemático|MEDIA|En la siguiente suma criptoaritmética: A4B + B32 = 7C7, donde letras distintas representan dígitos distintos. Halle A + B + C.|11|12|14|15|16|2|En las unidades B + 2 = 7 implica B = 5. En las decenas 4 + 3 = 7, luego C = 7. En las centenas A + B = 7, con B = 5 resulta A = 2. Así, A + B + C = 2 + 5 + 7 = 14.|IA_APROBADA
Razonamiento Matemático|MEDIA|Tres hermanos se reparten una herencia. El primero recibe el triple de lo que recibe el segundo, y el tercero recibe S/ 2000 más que el primero. Si la herencia total asciende a S/ 23 000, ¿cuánto recibió el hermano menor?|S/ 2000|S/ 3000|S/ 4000|S/ 6000|S/ 9000|1|Sea x la parte del segundo. El primero recibe 3x y el tercero 3x + 2000. Sumando x + 3x + 3x + 2000 = 23 000, resulta 7x = 21 000, por lo que x = 3000.|IA_APROBADA
Razonamiento Matemático|MEDIA|Cuatro sospechosos son interrogados por el robo de un reloj. Se sabe que solo uno robó el reloj y que exactamente tres de ellos mienten: - Andrés: 'Carlos robó el reloj.' - Boris: 'Yo no robé el reloj.' - Carlos: 'Daniel robó el reloj.' - Daniel: 'Carlos miente.' ¿Quién es el culpable del robo?|Andrés|Boris|Carlos|Daniel|No se puede determinar|1|Si Boris es el culpable, entonces Andrés miente (F), Boris miente al decir que no fue él (F), Carlos miente (F) y Daniel dice la verdad al afirmar que Carlos miente (V). Esto satisface la condición de 3 mentiras y 1 verdad.|IA_APROBADA
Razonamiento Matemático|MEDIA|Se tiene un cuadrado ABCD de lado 12 cm. Se traza un cuadrante con centro en A y radio 12 cm, y otro cuadrante con centro en C y radio 12 cm. Halle el área de la región sombreada entre los dos arcos dentro del cuadrado.|36(π - 2) cm²|72(π - 2) cm²|144(π - 2) cm²|36(π - 1) cm²|72(π - 1) cm²|1|El área requerida es la suma de los dos cuadrantes menos el área total del cuadrado: 2(π × 12² / 4) - 12² = 72π - 144 = 72(π - 2) cm².|IA_APROBADA
Razonamiento Matemático|MEDIA|Un grupo de 6 personas se ubica alrededor de una mesa circular. ¿De cuántas maneras diferentes se pueden sentar si dos de ellas en particular siempre deben estar juntas?|24|36|48|72|120|2|Tratando a las 2 personas juntas como 1 solo elemento, se ordenan 5 elementos en un círculo de (5-1)! = 24 formas. Las 2 personas juntas se permutan de 2! = 2 formas. Total: 24 × 2 = 48.|IA_APROBADA
Razonamiento Matemático|MEDIA|En la suma de dígitos idénticos A + A + A = BA, donde A y B representan dígitos diferentes de cero, halle el valor de A + B.|5|6|7|8|9|1|Se deduce que 3 × A = BA. El único dígito A distinto de cero tal que 3 × A termina en A y genera un número de dos cifras es A = 5, dando 3 × 5 = 15. Así, B = 1 y A + B = 5 + 1 = 6.|IA_APROBADA
Razonamiento Matemático|MEDIA|Si se sabe que 'Todos los ingenieros son analíticos' y 'Ningún analítico es impulsivo', ¿cuál de las siguientes conclusiones es necesariamente cierta?|Todos los impulsivos son ingenieros|Ningún ingeniero es impulsivo|Algunos impulsivos son analíticos|Todos los analíticos son ingenieros|Algunos ingenieros son impulsivos|1|Al estar el conjunto de ingenieros totalmente dentro del conjunto de analíticos, y este último disjunto del conjunto de impulsivos, se concluye directamente que ningún ingeniero es impulsivo.|IA_APROBADA
Razonamiento Matemático|MEDIA|Halle el valor de x en la siguiente distribución numérica: 4 (14) 3; 5 (23) 4; 6 ( x ) 5.|28|30|32|34|36|3|La regla de formación es: (producto de extremos) + (extremo derecho + 1) en las primeras filas, o bien (4 × 3) + 2 = 14; (5 × 4) + 3 = 23; en la tercera fila será (6 × 5) + 4 = 34.|IA_APROBADA
Razonamiento Matemático|MEDIA|¿De cuántas maneras distintas se pueden ubicar 5 personas alrededor de una mesa circular?|20|24|60|120|720|1|Se utiliza la fórmula de permutación circular PC(n) = (n - 1)!. Para n = 5, PC(5) = (5 - 1)! = 4! = 24 maneras.|IA_APROBADA
Razonamiento Matemático|MEDIA|En un cuadrado de lado 8 cm se inscribe una circunferencia. Calcule el área de la región del cuadrado que se encuentra fuera de la circunferencia.|8(4 - pi) cm²|16(4 - pi) cm²|32(2 - pi) cm²|16(pi - 2) cm²|64 - 8pi cm²|1|El área del cuadrado es 8² = 64. El radio de la circunferencia inscrita es R = 4 cm, por lo que su área es pi × 4² = 16pi. El área requerida es 64 - 16pi = 16(4 - pi) cm².|IA_APROBADA
Razonamiento Matemático|MEDIA|Cuatro amigos (Ana, Beto, Carlos y Diana) viven en un edificio de 4 pisos, cada uno en un piso diferente. Carlos vive en el primer piso. Diana vive inmediatamente debajo de Ana. Si Ana vive más arriba que Beto, ¿en qué piso vive Beto?|1|2|3|4|No se puede determinar|1|Carlos está en el piso 1. Como Diana vive inmediatamente debajo de Ana, ocupan los pisos (2,3) o (3,4). Si estuvieran en (2,3), Ana estaría en el piso 3 y Beto en el 4, pero Ana vive más arriba que Beto. Por ello, Diana vive en el piso 3 y Ana en el piso 4, obligando a Beto a vivir en el piso 2.|IA_APROBADA
Razonamiento Matemático|MEDIA|Una encuesta a 200 estudiantes sobre su deporte preferido reveló que el 40% prefiere fútbol, el 30% básquet, el 20% vóley y el resto natación. ¿Cuántos estudiantes prefieren natación?|10|15|20|25|30|2|El porcentaje asignado a natación es 100% - (40% + 30% + 20%) = 10%. El número de estudiantes es el 10% de 200, es decir, 20 personas.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Se quiere determinar la media aritmética de 5 números enteros positivos x1, x2, x3, x4, x5. Información I: El rango de los 5 números es 0. Información II: El producto de los 5 números es 32. Para resolver el problema:|La información I es suficiente por sí sola.|La información II es suficiente por sí sola.|Es necesario usar ambas informaciones a la vez.|Cada información por separado es suficiente.|La información dada es insuficiente.|2|Con la Información I se deduce que todos los números son iguales. Con la Información II no es posible determinar la media de forma única. Al combinar ambas, los 5 números son iguales a k y k⁵ = 32, resultando k = 2 y media igual a 2.|IA_APROBADA
Razonamiento Matemático|DIFICIL|En una cuadrícula de 4 bloques de ancho por 3 de alto, ¿cuántas rutas distintas hay desde la esquina inferior izquierda A hasta la esquina superior derecha B, desplazándose solo hacia la derecha y hacia arriba, si se debe pasar obligatoriamente por el punto intermedio M (a 2 bloques a la derecha y 1 bloque arriba de A)?|12|15|18|24|35|2|Rutas de A a M (2 a la derecha, 1 arriba) = 3!/(2!1!) = 3. Rutas de M a B (2 a la derecha, 2 arriba) = 4!/(2!2!) = 6. Total por principio multiplicativo = 3 × 6 = 18.|IA_APROBADA
Razonamiento Matemático|DIFICIL|En un gráfico circular sobre las preferencias de transporte de 1200 personas, el sector de autobús abarca 108°, el del metro 144°, y el resto utiliza vehículo propio o bicicleta en la razón de 3 a 2, respectivamente. ¿Cuántas personas utilizan bicicleta?|120|144|180|216|240|1|Ángulo del resto = 360° - (108° + 144°) = 108°. Cantidad de personas del resto = (108°/360°) × 1200 = 360. Los que usan bicicleta corresponden a 2/5 del resto: (2/5) × 360 = 144 personas.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Si 12 obreros con 80% de rendimiento construyen una obra de dificultad 2 en 15 días trabajando 8 horas por día, ¿cuántos días necesitarán 16 obreros con 60% de rendimiento trabajando 10 horas por día para construir una obra similar de dificultad 3?|12|15|18|20|24|2|Mediante la constante (Obreros × Rendimiento × h/d × Días) / Dificultad: (12 × 0.8 × 8 × 15) / 2 = (16 × 0.6 × 10 × Días) / 3. Simplificando: 576 = 32 × Días, resultando Días = 18.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Dada la proposición: 'Si un estudiante no repasa diariamente o no asiste a clase, entonces no obtendrá una nota alta.' Sabiendo que el estudiante obtuvo una nota alta, ¿cuál de las siguientes conclusiones es lógicamente válida?|El estudiante no repasa pero sí asiste a clase.|El estudiante repasa diariamente pero no asiste a clase.|El estudiante repasa diariamente y asiste a clase.|El estudiante no repasa y no asiste a clase.|No se puede inferir nada sobre su asistencia.|2|La contraposición del condicional (~p ∨ ~q) → ~r es r → (p ∧ q). Al afirmarse r (obtuvo nota alta), se deduce por Modus Ponens que (p ∧ q) es verdadero: el estudiante repasa diariamente y asiste a clase.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Se desea determinar el valor único del número real x. Se ofrecen las siguientes informaciones: I) x² - 5x + 6 = 0; II) x > 2. Para resolver el problema:|El dato I es suficiente por sí solo|El dato II es suficiente por sí solo|Es necesario usar ambos datos conjuntamente|Cada uno de los datos por separado es suficiente|La información brindada es insuficiente|2|De la información I se obtiene x = 2 o x = 3 (dos valores posibles, no es suficiente). La información II da infinitos valores de x. Al juntar ambas, x debe ser la solución de I mayor que 2, resultando únicamente x = 3. Por ende, se requiere usar ambos datos conjuntamente.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Se define la función recursiva f(x + 1) = 2 f(x) + 3 para todo número entero x. Si se sabe que f(1) = 5, determine el valor de f(4).|45|53|59|61|65|3|Calculamos paso a paso: f(2) = 2(5) + 3 = 13; f(3) = 2(13) + 3 = 29; f(4) = 2(29) + 3 = 61.|IA_APROBADA
Razonamiento Matemático|DIFICIL|En una cuadrícula reticulada de 4 por 3 manzanas, ¿cuántos caminos de longitud mínima existen para ir del vértice inferior izquierdo A al vértice superior derecho B avanzando solo hacia la derecha o hacia arriba?|21|28|35|42|70|2|Para llegar de A a B se deben dar 4 pasos a la derecha y 3 pasos hacia arriba, en un total de 7 pasos. El número de caminos es C(4+3, 3) = C(7, 3) = (7 × 6 × 5) / (3 × 2 × 1) = 35.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Un cubo compacto grande está formado por 27 cubitos unitarios idénticos. Si se pintan de rojo todas las caras exteriores del cubo grande y luego se desarmó por completo, ¿cuántos cubitos unitarios tienen exactamente 2 de sus caras pintadas de rojo?|6|8|12|16|18|2|Los cubitos con exactamente 2 caras pintadas corresponden a los cubitos del centro de las aristas del cubo grande. Como un cubo tiene 12 aristas y en un cubo de 3x3x3 hay 1 cubito central por arista, en total hay 12 × 1 = 12 cubitos.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Si el producto de un número de tres cifras ABC por 99 termina en las cifras 843, halle la suma de sus dígitos A + B + C.|18|19|20|21|22|2|ABC × 99 = ABC × (100 - 1) = ABC00 - ABC = ...843. Restando columna por columna: 10 - C = 3 => C = 7. Luego, (9 - B) = 4 => B = 5. Finalmente, (C - 1 - A) = 8 mod 10 => 6 - A = 8 mod 10 => A = 8. Verificando: 857 × 99 = 84843. La suma A + B + C = 8 + 5 + 7 = 20.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Dadas las premisas: 1) Ningún deportista es sedentario; 2) Todos los atletas son deportistas; 3) Algunos estudiantes son atletas. ¿Qué conclusión se deduce de manera válida?|Todos los estudiantes son deportistas|Ningún estudiante es sedentario|Algunos estudiantes no son sedentarios|Todos los atletas son sedentarios|Ningún atleta es estudiante|2|Puesto que algunos estudiantes son atletas (premisa 3) y todos los atletas son deportistas (premisa 2), esos mismos estudiantes son deportistas. Como ningún deportista es sedentario (premisa 1), se concluye válidamente que esos estudiantes no son sedentarios, es decir, 'Algunos estudiantes no son sedentarios'.|IA_APROBADA
Razonamiento Matemático|DIFICIL|Un comerciante compró cierto número de cuadernos por S/ 180. Si cada cuaderno hubiera costado S/ 3 menos, habría podido comprar 3 cuadernos más con la misma cantidad de dinero. ¿Cuántos cuadernos compró originalmente?|10|12|15|18|20|1|Sea N el número de cuadernos. El precio unitario es 180/N. Según el problema: (180/N - 3)(N + 3) = 180. Desarrollando: 180 + 540/N - 3N - 9 = 180 => 3N² + 9N - 540 = 0 => N² + 3N - 180 = 0. Factorizando (N + 15)(N - 12) = 0. Como N > 0, N = 12 cuadernos.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la palabra que se adecúa a la siguiente definición: 'Dicho de una persona: Que muestra una actitud excesivamente sumisa, servil o rastrera ante sus superiores o personas influyentes para obtener algún beneficio.'|Altivo|Zalamero|Servil|Mancebo|Erudito|2|La palabra 'servil' define a la persona que muestra una adhesión sumisa o rastrera hacia otras por interés o subordinación.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la pareja de palabras que guarde una relación análoga al par base: ANEMÓMETRO : VIENTO ::|Barómetro : presión|Cronómetro : hora|Pluviómetro : lluvia|Termómetro : fiebre|Higrómetro : vapor|2|La relación es de instrumento de medición a fenómeno meteorológico cuantificado. El anemómetro mide la velocidad del viento, así como el pluviómetro mide la cantidad de lluvia caída.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la opción que sustituye con mayor precisión léxica a la palabra en negrita: 'El médico le dio un tratamiento farmacológico muy estricto para curar la infección respiratoria.'|otorgó|prescribió|brindó|donó|impuso|1|En el contexto médico, la acción formal y técnica de determinar o recetar un tratamiento se denomina 'prescribir'.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija el antónimo contextual de la palabra en negrita: 'La jueza mostró una actitud indulgente ante las faltas leves cometidas por el procesado.'|benévola|severa|comprensiva|imparcial|tolerante|1|'Indulgente' alude a perdonar o atenuar la sanción; su antónimo en el ámbito judicial es una actitud 'severa' (rigurosa o estricta).|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la alternativa con los conectores que completan correctamente el enunciado: 'El científico no pudo asistir a la cumbre de astrofísica _______ se encontraba convaleciente; _______, envió un informe pormenorizado con sus hallazgos.'|por qué - sin embargo|porque - no obstante|ya que - por lo tanto|puesto que - además|debido a que - es decir|1|El primer espacio exige un conector causal ('porque') para expresar la razón de la ausencia, mientras que el segundo requiere un conector adversativo ('no obstante') para contraponer la acción alternativa efectuada.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija el término que corresponde a la siguiente definición: 'Que no se puede evitar o rehuir'.|Ineludible|Incierto|Inútil|Inconstante|Inadmisible|0|El adjetivo 'ineludible' refiere precisamente a aquello que no se puede eludir, evitar o rehuir.|IA_APROBADA
Razonamiento Verbal|FACIL|Identifique el par analógico que mantiene la misma relación: PERRO : JAURÍA ::|Avispa : Enjambre|Pez : Anzuelo|Gato : Felino|Pluma : Ave|Oveja : Pastizal|0|La relación es de individuo a colectivo: un grupo de perros forma una jauría, así como un grupo de avispas forma un enjambre.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la palabra que sustituye con mayor precisión al término entre comillas: El médico le 'dio' un jarabe para aliviar la tos persistente.|prescribió|regaló|vendió|otorgó|puso|0|En el contexto médico, la acción formal e idónea de indicar un tratamiento o medicamento es 'prescribir'.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija el antónimo contextual de la palabra entre comillas: El director mostró un trato 'benevolente' con los estudiantes rebeldes.|severo|amable|justo|indulgente|comprensivo|0|'Benevolente' significa indulgente o permisivo; su opuesto directo en este contexto es 'severo'.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la pareja de conectores que completa el sentido del enunciado: Estudió con perseverancia durante semanas; ______, no logró alcanzar el puntaje requerido, ______ deberá intentarlo el próximo ciclo.|sin embargo - por ello|además - ya que|por lo tanto - aunque|es decir - si bien|porque - entonces|0|El primer conector debe ser adversativo ('sin embargo') para contraponer el esfuerzo con la falta de ingreso, y el segundo conector debe ser consecutivo ('por ello').|IA_APROBADA
Razonamiento Verbal|FACIL|Elija la oración que debe eliminarse por apartarse del tema central: (I) El reciclaje es el proceso de transformar materiales de desecho en nuevos productos. (II) Ayuda a reducir el consumo de materias primas y la energía. (III) La contaminación del aire afecta gravemente la salud cardiovascular. (IV) También disminuye los volúmenes de basura en los vertederos. (V) Por ello, fomenta el desarrollo sostenible.|III|I|II|IV|V|0|La oración III aborda la contaminación del aire y la salud cardiovascular, lo cual rompe la unidad temática referida estrictamente al reciclaje y sus ventajas.|IA_APROBADA
Razonamiento Verbal|FACIL|Elija el orden lógico de los enunciados: EL ENSAYO ACADÉMICO. (I) Redacción de la conclusión y revisión de las referencias. (II) Elección del tema y formulación de la hipótesis. (III) Redacción del desarrollo argumentativo. (IV) Búsqueda de fuentes bibliográficas confiables.|II - IV - III - I|IV - II - III - I|II - III - IV - I|I - II - IV - III|III - II - IV - I|0|El proceso de investigación y redacción académica empieza con la elección del tema e hipótesis (II), continúa con la búsqueda de información (IV), la redacción argumentativa (III) y finaliza con la conclusión y revisión (I).|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija la oración que debe eliminarse por no ser pertinente al tema tratado: (I) La fotosíntesis es el proceso mediante el cual las plantas convierten energía solar en energía química. (II) Para llevar a cabo este proceso, la planta absorbe agua, dióxido de carbono y luz solar. (III) Las plantas son organismos autótrofos fundamentales en la cadena trófica de los ecosistemas. (IV) La clorofila es el pigmento verde fundamental encargado de captar los fotones de luz. (V) En la fase luminosa se produce la fotólisis del agua y la liberación de oxígeno a la atmósfera.|I|II|III|IV|V|2|Las oraciones I, II, IV y V explican específicamente el mecanismo bioquímico de la fotosíntesis. La oración III se impertina al abordar el rol ecológico general de las plantas autótrofas en la cadena trófica.|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija el orden lógico de los enunciados para un texto coherente titulado 'El origen de la imprenta moderna': (I) Gutenberg perfeccionó la técnica mediante la invención de tipos móviles metálicos e tinta grasa. (II) Antes del siglo XV, la copia de textos se realizaba manualmente por monjes en los scriptoria eclesiásticos. (III) Este avance provocó la democratización del conocimiento y una revolución cultural en Europa. (IV) El primer gran libro producido masivamente con esta técnica fue la célebre Biblia de 42 líneas. (V) Dicho proceso manuscrito hacía que los libros fueran artículos costosos y de circulación sumamente restringida.|II - V - I - IV - III|II - I - V - IV - III|I - IV - III - II - V|II - V - IV - I - III|V - II - I - III - IV|0|Sigue un orden cronológico y de causa-efecto: II expone el antecedente manuscrito; V detalla sus consecuencias; I introduce la invención de Gutenberg; IV ilustra con su primera obra emblemática; y III concluye con la trascendencia histórica.|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija la opción que completa lógicamente el espacio en blanco: (I) La inteligencia artificial generativa ha revolucionado la producción de contenidos digitales. (II) Herramientas de última generación son capaces de redactar ensayos, crear imágenes fotorrealistas y escribir código informático. (III) [________________________________________]. (IV) Sin embargo, esta rápida difusión plantea serias controversias éticas en torno al derecho de autor y la suplantación de identidad.|Las computadoras del siglo pasado no poseían la capacidad de cómputo actual.|Estos modelos aprenden mediante el procesamiento masivo de patrones en datos previa información.|El sector tecnológico genera altos ingresos financieros para las corporaciones multinacionales.|La programación estructurada requiere de profesionales con formación universitaria avanzada.|Los derechos laborales han sufrido transformaciones continuas durante la última década.|1|La opción elegida explica el funcionamiento del mecanismo de las herramientas expuestas en (II), manteniendo la línea temática antes del contraste ético señalado en (IV).|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija la secuencia correcta de enunciados que otorga cohesión sintáctica y lógica al párrafo: (I) Por consiguiente, la transición hacia fuentes energéticas limpias se ha vuelto una prioridad global. (II) La acumulación desmedida de gases de efecto invernadero ha acelerado el cambio climático. (III) Este fenómeno ocasiona sequías prolongadas, deshielo de glaciares y eventos meteorológicos extremos. (IV) Tales desastres alteran los ecosistemas y amenazan la seguridad alimentaria de millones de personas.|II - III - IV - I|I - II - III - IV|II - IV - III - I|III - II - IV - I|IV - III - II - I|0|El orden causal va del origen al impacto y la solución: Causa inicial (II), efecto inmediato sobre el clima (III), consecuencia socioambiental (IV) y conclusión o medida correctiva (I).|IA_APROBADA
Razonamiento Verbal|MEDIA|Lea el texto y responda la pregunta: 'Durante largo tiempo se consideró que el cerebro adulto era incapaz de producir nuevas neuronas. No obstante, investigaciones recientes en neurogénesis han probado que el hipocampo conserva la capacidad de generar neuronas a lo largo de toda la vida humana. Este descubrimiento sugiere que el aprendizaje continuo y la actividad física estimulan la plasticidad cerebral.' ¿Cuál es la idea principal del texto?|El ejercicio físico representa el único método preventivo contra el deterioro cognitivo.|El cerebro adulto conserva la capacidad de generar nuevas neuronas en el hipocampo.|Las enfermedades neurodegenerativas disponen actualmente de curas definitivas.|El hipocampo es una estructura cerebral inmune al envejecimiento biológico.|El aprendizaje formal finaliza obligatoriamente al alcanzar la etapa adulta.|1|El tema central y la afirmación nuclear del texto es la demostración científica de la neurogénesis adulta en el hipocampo.|IA_APROBADA
Razonamiento Verbal|MEDIA|Sustituya la palabra entre comillas por el verbo de mayor precisión léxica: Durante la sesión, el fiscal 'puso' sólidos argumentos para demostrar la responsabilidad del acusado.|adujo|mencionó|expresó|colocó|señaló|0|'Aducir' significa presentar o alegar pruebas, razones o argumentos en el marco de un juicio o debate.|IA_APROBADA
